Id,MSSubClass,LotFrontage,LotArea,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,HeatingQC,Electrical,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageYrBlt,GarageFinish,GarageArea,GarageQual,PavedDrive,MoSold,YrSold,MSZoning_C (all),MSZoning_FV,MSZoning_None,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_N,CentralAir_Y,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,TotalBathAbvGrd,TotalBathBsmt,TotalArea,AvgRating,SeasonSold_Spring,SeasonSold_Summer,SeasonSold_Winter,SalePrice
1,0.06723775703566022,-0.19107919854712951,-0.2842458384903727,0.018534415610053187,0.21385139757285124,0.6496131699945793,-0.5067442081076032,1.0460091834172056,0.8980783437354966,0.5382147433023341,1.0431342758838196,-0.22333214389203812,0.5294507333396692,-0.12746981183680015,-0.6651475959986103,1.1087389837478792,0.6102810638960154,-0.27645655138840364,-0.9351111788497128,0.8832742747886516,0.27862711350172126,0.4289753513969903,0.1703096774603835,-0.20795874507705922,0.7414702014287887,0.23603914057333616,-0.9240036684573889,0.9983944653870731,0.14495337927890317,0.35344318377460443,-0.1401841492268854,0.315445666734978,-1.5521991450652743,0.15736727459437763,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1.3082284411276712,0.9428604780015759,0.022093452208953323,0.851533972986177,False,False,True,208500.0
2,-0.8746568839160779,0.548778916206759,-0.06233305353815977,0.018534415610053187,0.21385139757285124,-0.06100799868469,2.187666870424364,0.15507302294537323,-0.39444429397015385,-0.5682874581575527,-0.6837599886833677,-0.22333214389203812,0.5294507333396692,-0.12746981183680015,2.065458324416737,0.6815561416370265,1.2284869334856088,-0.27645655138840364,-0.6302593173229059,0.8832742747886516,0.27862711350172126,-0.4745324868977411,0.1703096774603835,-0.20795874507705922,-0.7705474642299176,0.23603914057333616,0.6322130363129502,-0.08707321782148417,0.14495337927890317,-0.056950964263842455,-0.1401841492268854,0.315445666734978,-0.4465230417311063,-0.6025887844749882,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.06530471500572063,0.9428604780015759,0.1311645248321146,0.851533972986177,True,False,False,181500.0
3,0.06723775703566022,-0.043107575596351796,0.25606355095849365,0.018534415610053187,0.21385139757285124,0.6496131699945793,-0.5067442081076032,0.9800139122711439,0.8502071349315836,0.3462704838654149,1.0431342758838196,-0.22333214389203812,0.5294507333396692,-0.12746981183680015,0.24505437747317224,1.1087389837478792,0.11026161055149157,-0.27645655138840364,-0.2890072335242413,0.8832742747886516,0.27862711350172126,0.5822490025362752,0.1703096774603835,-0.20795874507705922,0.7414702014287887,0.23603914057333616,0.6322130363129502,0.9179894518160688,0.14495337927890317,0.633257375619,-0.1401841492268854,0.315445666734978,1.027711762714451,0.15736727459437763,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1.3082284411276712,0.9428604780015759,0.20659685543131023,0.6617393362210993,False,False,False,223500.0
4,0.3027114172735948,-0.437698570131759,-0.0719814354926038,0.018534415610053187,0.21385139757285124,0.6496131699945793,-0.5067442081076032,-1.8577827470095072,-0.6816715467936316,-0.5682874581575527,-0.6837599886833677,-0.22333214389203812,-0.8458931876996857,2.0952373262995,-0.6651475959986103,0.6815561416370265,-0.5033986276440606,-0.27645655138840364,-0.047855760973184974,-0.1563759629577322,0.27862711350172126,0.4430926613703455,0.1703096774603835,-0.20795874507705922,0.7414702014287887,0.23603914057333616,0.6322130363129502,0.7973819314595625,-1.0440726501863535,0.7918187509974908,-0.1401841492268854,0.315445666734978,-1.5521991450652743,-1.3625448435443541,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,-1.17761901111623,0.9428604780015759,-0.003390443263747908,0.28215006269094256,False,False,True,140000.0
5,0.06723775703566022,0.7460744134744626,0.8368961446160249,0.018534415610053187,0.21385139757285124,1.3602343386738487,-0.5067442081076032,0.9470162766981131,0.7544647173237577,1.4076093301636734,1.0431342758838196,-0.22333214389203812,0.5294507333396692,-0.12746981183680015,1.1552563509449547,1.1087389837478792,0.4943674633479668,-0.27645655138840364,-0.16160645557273984,0.8832742747886516,0.27862711350172126,1.4131535323966085,1.3858532577658658,-0.20795874507705922,0.7414702014287887,0.23603914057333616,0.6322130363129502,0.8777869450305668,0.14495337927890317,1.6965513046277032,-0.1401841492268854,0.315445666734978,2.133387866048619,0.15736727459437763,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1.3082284411276712,0.9428604780015759,1.3268689004112564,1.041328609751257,False,False,True,250000.0
6,-0.16823590320227433,0.7953982877913884,0.8089158369481372,0.018534415610053187,0.21385139757285124,-0.7716291673639595,-0.5067442081076032,0.7160328276868972,0.5151086733041927,-0.5682874581575527,-0.6837599886833677,-0.22333214389203812,0.5294507333396692,-0.12746981183680015,-0.6651475959986103,1.1087389837478792,0.6693742720185502,-0.27645655138840364,-1.130762373560947,0.8832742747886516,0.27862711350172126,-0.27285663013552425,-2.2607774831505814,-0.20795874507705922,-0.7705474642299176,0.23603914057333616,-0.9240036684573889,0.5963693975320519,-1.0440726501863535,0.03632043301762274,-0.1401841492268854,0.315445666734978,1.3962704638258403,0.9173233336637435,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.06530471500572063,0.9428604780015759,-0.45394571522110566,0.0923554259258637,False,False,False,143000.0
7,-0.8746568839160779,0.3021595446221295,0.031063283780858555,0.018534415610053187,0.21385139757285124,1.3602343386738487,-0.5067442081076032,1.0790068189902364,0.9938207613433225,0.481760549350299,1.0431342758838196,-0.22333214389203812,1.9047946543790242,-0.12746981183680015,1.1552563509449547,1.1087389837478792,2.117157871020649,-0.27645655138840364,-0.5551838588871997,0.8832742747886516,0.27862711350172126,0.39670721431503564,0.1703096774603835,-0.20795874507705922,0.7414702014287887,0.23603914057333616,0.6322130363129502,1.0385969721725752,0.14495337927890317,0.7638373318130512,-0.1401841492268854,0.315445666734978,0.6591530616030618,-0.6025887844749882,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.06530471500572063,0.9428604780015759,1.1974107114099342,1.2311232465163346,False,True,False,307000.0
8,0.06723775703566022,-0.043107575596351796,0.08856764022934505,0.018534415610053187,0.21385139757285124,0.6496131699945793,0.3913928180697191,0.05608011622628073,-0.5380579203818927,0.786613196691288,-0.6837599886833677,-0.22333214389203812,0.5294507333396692,-0.12746981183680015,0.24505437747317224,0.6815561416370265,0.9580218655401617,2.234067807165748,-0.7849602619783004,0.8832742747886516,0.27862711350172126,1.1953436070934143,0.1703096774603835,-0.20795874507705922,-0.7705474642299176,0.23603914057333616,2.1884297410832896,-0.20768073817799054,0.14495337927890317,0.05497471247391578,-0.1401841492268854,0.315445666734978,1.7648291649372296,0.9173233336637435,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1.3082284411276712,0.9428604780015759,0.9853847010770599,0.851533972986177,False,False,False,200000.0
9,-0.16823590320227433,-0.8816134389840922,-0.7338604375674651,0.018534415610053187,0.21385139757285124,0.6496131699945793,-0.5067442081076032,-1.329820577841014,-1.6390957228718914,-0.5682874581575527,-0.6837599886833677,-0.22333214389203812,-0.8458931876996857,-0.12746981183680015,-0.6651475959986103,-1.027175226806384,-0.9943268182005023,-0.27645655138840364,0.889449962527147,-0.1563759629577322,-4.856576396099622,0.5580478997248092,-1.0452339028450988,4.450317144649067,-0.7705474642299176,-1.2680001971718606,2.1884297410832896,-1.8961860231690795,-1.0440726501863535,-0.01964240535125638,-2.0477366845011384,0.315445666734978,-0.8150817428424956,0.15736727459437763,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0.06530471500572063,-0.8998306038377455,0.13320323646993068,-1.426001668194763,True,False,False,129900.0
10,3.1283953401288094,-0.930937313301018,-0.48300250675191997,0.018534415610053187,0.21385139757285124,-0.7716291673639595,0.3913928180697191,-1.0658394932567674,-1.6390957228718914,-0.5682874581575527,-0.6837599886833677,-0.22333214389203812,-0.8458931876996857,-0.12746981183680015,-0.6651475959986103,1.1087389837478792,0.9398393399639972,-0.27645655138840364,-0.9578613177696238,0.8832742747886516,0.27862711350172126,-0.8476328219078422,-1.0452339028450988,4.450317144649067,-0.7705474642299176,0.23603914057333616,2.1884297410832896,-1.5745659688850626,0.14495337927890317,-1.2461612796025237,1.767368386047368,0.315445666734978,-1.9207578461766637,0.15736727459437763,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-1.17761901111623,0.9428604780015759,-0.893288073170475,0.0923554259258637,False,False,True,118000.0
