Id,MSSubClass,LotFrontage,LotArea,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,HeatingQC,Electrical,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageYrBlt,GarageFinish,GarageArea,GarageQual,PavedDrive,MoSold,YrSold,MSZoning_C (all),MSZoning_FV,MSZoning_None,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_N,CentralAir_Y,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,TotalBathAbvGrd,TotalBathBsmt,TotalArea,AvgRating,SeasonSold_Spring,SeasonSold_Summer,SeasonSold_Winter,SalePrice
1,0.15301828933469572,-0.16881958051058682,-0.29881950477760205,0.018512171125528682,0.21626041877530022,0.6461833962946005,-0.5072842015265535,1.0514242439961858,0.896832928430717,0.8238660854169151,1.039805394353903,-0.22305085968711272,0.5275215807877803,-0.12731439819298412,-0.6674999193692567,1.1070698301402766,0.650504614675874,-0.27638530212379425,-0.9447758798269255,0.8830873489776354,0.2782669263713897,0.4942966380255948,0.16992708860002484,-0.20769847452544338,0.7389350675260487,0.23574020229525497,-0.9243112113157019,1.022805167514526,0.14335323169595363,0.38523698470675993,-0.1400126627362032,0.3150296230084713,-1.5521835341880752,0.15764552917621688,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1.3080178087640624,0.9338232056140786,0.07552547669802358,0.8481899495378051,False,False,True,208500.0
2,-0.9044789265705464,0.6402615636067558,-0.009673182056944072,0.018512171125528682,0.21626041877530022,-0.06318453668168356,2.188278755250165,0.1481256955144258,-0.39560419033923755,-0.6057213444177202,-0.6837561877693462,-0.22305085968711272,0.5275215807877803,-0.12731439819298412,2.052507895389506,0.6799568465056655,1.290965526317309,-0.27638530212379425,-0.6300099226036278,0.8830873489776354,0.2782669263713897,-0.4768916071668657,0.16992708860002484,-0.20769847452544338,-0.7715351440345506,0.23574020229525497,0.6236316606467388,-0.09538520101540442,0.14335323169595363,-0.040498138081758304,-0.1400126627362032,0.3150296230084713,-0.4469248572580886,-0.6029615777083905,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.06433572935614777,0.9338232056140786,0.19362745538740608,0.8481899495378051,True,False,False,181500.0
3,0.15301828933469572,-0.007003351687118302,0.4051889331509565,0.018512171125528682,0.21626041877530022,0.6461833962946005,-0.5072842015265535,0.9845132404049444,0.8489648869947928,0.575876429221111,1.039805394353903,-0.22305085968711272,0.5275215807877803,-0.12731439819298412,0.2391693522169974,1.1070698301402766,0.13248475967177217,-0.27638530212379425,-0.27765997048799607,0.8830873489776354,0.2782669263713897,0.6590517867636015,0.16992708860002484,-0.20769847452544338,0.7389350675260487,0.23574020229525497,0.6236316606467388,0.9399762513271237,0.14335323169595363,0.6755109320625677,-0.1400126627362032,0.3150296230084713,1.0267533786485603,0.15764552917621688,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1.3080178087640624,0.9338232056140786,0.2753054593408108,0.6585846146702261,False,False,False,223500.0
4,0.41739259331100625,-0.4385132952163677,-0.02224476130566833,0.018512171125528682,0.21626041877530022,0.6461833962946005,-0.5072842015265535,-1.8926599140184395,-0.682812438954783,-0.6057213444177202,-0.6837561877693462,-0.22305085968711272,-0.8473315391403728,2.098019304353838,-0.6674999193692567,0.6799568465056655,-0.5032668805605345,-0.27638530212379425,-0.02866600432628297,-0.15673998933043962,0.2782669263713897,0.509471454356727,0.16992708860002484,-0.20769847452544338,0.7389350675260487,0.23574020229525497,0.6236316606467388,0.8157328770460203,-1.0454197322827061,0.839999502230859,-0.1400126627362032,0.3150296230084713,-1.5521835341880752,-1.363568684592998,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,-1.179346350051767,0.9338232056140786,0.04793155644349496,0.2793739449350671,False,False,True,140000.0
5,0.15301828933469572,0.8560165353713804,1.1619980039241569,0.018512171125528682,0.21626041877530022,1.3555513292708845,-0.5072842015265535,0.9510577386093236,0.7532288041229442,1.947113351715557,1.039805394353903,-0.22305085968711272,0.5275215807877803,-0.12731439819298412,1.1458386238032514,1.1070698301402766,0.530418193743105,-0.27638530212379425,-0.1461159883648269,0.8830873489776354,0.2782669263713897,1.5521981193959535,1.3856554504222593,-0.20769847452544338,0.7389350675260487,0.23574020229525497,0.6236316606467388,0.8985617932334226,0.14335323169595363,1.7785519320146377,-0.1400126627362032,0.3150296230084713,2.132012055578547,0.15764552917621688,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1.3080178087640624,0.9338232056140786,1.488334193729889,1.0377952844053864,False,False,True,250000.0
6,-0.11135601464161483,0.9099552783125366,1.1255404241028566,0.018512171125528682,0.21626041877530022,-0.7725524696579676,-0.5072842015265535,0.7168692260399785,0.513888596943323,-0.6057213444177202,-0.6837561877693462,-0.22305085968711272,0.5275215807877803,-0.12731439819298412,-0.6674999193692567,1.1070698301402766,0.7117251429945405,-0.27638530212379425,-1.146789852373221,0.8830873489776354,0.2782669263713897,-0.26010851672212004,-2.2615296350444445,-0.20769847452544338,-0.7715351440345506,0.23574020229525497,-0.9243112113157019,0.6086605865775147,-1.0454197322827061,0.056259844370177656,-0.1400126627362032,0.3150296230084713,1.3951729376252227,0.9182526360608243,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.06433572935614777,0.9338232056140786,-0.4399289536565711,0.08976861006748703,False,False,False,143000.0
7,-0.9044789265705464,0.37056784890097494,0.11201970507070676,0.018512171125528682,0.21626041877530022,1.3555513292708845,-0.5072842015265535,1.0848797457918067,0.9925690113025655,0.7509279512416785,1.039805394353903,-0.22305085968711272,1.9023747007159335,-0.12731439819298412,1.1458386238032514,1.1070698301402766,2.2116280868018716,-0.27638530212379425,-0.5524929331381888,0.8830873489776354,0.2782669263713897,0.4596113435544355,0.16992708860002484,-0.20769847452544338,0.7389350675260487,0.23574020229525497,0.6236316606467388,1.064219625608227,0.14335323169595363,0.8109721074952781,-0.1400126627362032,0.3150296230084713,0.6583338196718981,-0.6029615777083905,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.06433572935614777,0.9338232056140786,1.3481570788368835,1.2274006192729654,False,True,False,307000.0
8,0.15301828933469572,-0.007003351687118302,0.18694631739310336,0.018512171125528682,0.21626041877530022,0.6461833962946005,0.39123678406568596,0.04775919012756359,-0.5392083146470102,1.1447938757879557,-0.6837561877693462,-0.22305085968711272,0.5275215807877803,-0.12731439819298412,0.2391693522169974,0.6799568465056655,1.0107638774741812,2.2343056633306313,-0.7897419008960476,0.8830873489776354,0.2782669263713897,1.3180723817156283,0.16992708860002484,-0.20769847452544338,-0.7715351440345506,0.23574020229525497,2.1715745326091795,-0.21962857529650778,0.14335323169595363,0.07561144086056484,-0.1400126627362032,0.3150296230084713,1.7635924966018848,0.9182526360608243,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1.3080178087640624,0.9338232056140786,1.1185756623192054,0.8481899495378051,False,False,False,200000.0
9,-0.11135601464161483,-0.9239619816867732,-0.8846550977681525,0.018512171125528682,0.21626041877530022,0.6461833962946005,-0.5072842015265535,-1.3573718852885077,-1.6401732676732679,-0.6057213444177202,-0.6837561877693462,-0.22305085968711272,-0.8473315391403728,-0.12731439819298412,-0.6674999193692567,-1.0284950880327788,-1.01186819274638,-0.27638530212379425,0.9391218641513188,-0.15673998933043962,-4.862626479186116,0.633037815910232,-1.0458012732222097,4.455931118857386,-0.7715351440345506,-1.2700052036125147,2.1715745326091795,-1.959035815231955,-1.0454197322827061,-0.0017949451009839207,-2.049811553049182,0.3150296230084713,-0.8153444162347508,0.15764552917621688,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0.06433572935614777,-0.9005172635565104,0.19583496900776837,-1.4270740688731491,True,False,False,129900.0
10,-0.11135601464161483,-0.9779007246279294,-0.5577940373013218,0.018512171125528682,0.21626041877530022,-0.7725524696579676,0.39123678406568596,-1.0897278709235416,-1.6401732676732679,-0.6057213444177202,-0.6837561877693462,-0.22305085968711272,-0.8473315391403728,-0.12731439819298412,-0.6674999193692567,1.1070698301402766,0.9919267918376683,-0.27638530212379425,-0.9682658766346343,0.8830873489776354,0.2782669263713897,-0.8779403244896452,-1.0458012732222097,4.455931118857386,-0.7715351440345506,0.23574020229525497,2.1715745326091795,-1.627720150482346,0.14335323169595363,-1.2741624143439418,1.7697862275767757,0.3150296230084713,-1.9206030931647375,0.15764552917621688,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-1.179346350051767,0.9338232056140786,-0.9156481388446445,0.08976861006748703,False,False,True,118000.0
