Id,MSSubClass,LotFrontage,LotArea,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,MoSold,YrSold,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_AllPub,Utilities_NoSeWa,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_None,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_None,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_Fin,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
1,0.07383595113533999,-0.22351592547737006,-0.2929888130693356,-0.22019791338511696,0.6550425503631725,-0.5159288240310207,1.0495008662939558,0.8801281075135926,0.5207411445948776,-0.7818345363008975,0.3650580758697089,-0.5694420305845019,0.3261470129161793,0.5875923572232218,0.6162025523419724,-0.9459945859418047,-0.4710711818220883,-0.8844828757718454,1.1608876709349323,1.1246843866640162,-0.2399916671490506,0.792388632436822,1.2251417100719388,0.1652458762627768,-0.21190896908752616,-0.4115855193698808,0.9190190122295772,0.25653989939195304,-0.951126009205837,-0.07550120703819213,0.3124298015517985,0.31631747178177855,0.2960107714314595,0.2903922747674387,-0.754318081620569,0.2188842283609625,-1.5998098134128098,0.13862294785954182,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,208500
2,-0.8741329049422258,0.5255440521903366,-0.08206564837184588,-0.22019791338511696,-0.0692402391638641,2.179258637553786,0.15649932723790694,-0.42811729193241316,-0.5700395447829089,0.6644598858129761,0.3650580758697089,-0.5694420305845019,0.3261470129161793,-1.1297127430834406,1.2422319271380624,-0.6428922523329247,0.5019126755424957,-0.8844828757718454,-0.7952065737940226,-0.8197758965815006,3.9641997067632335,0.792388632436822,-0.762978877477837,0.1652458762627768,-0.21190896908752616,0.7949575152345674,-0.3159658711177475,0.25653989939195304,0.615054304933786,1.6397918403607334,0.3124298015517985,0.31631747178177855,0.2960107714314595,0.2903922747674387,1.6430471213863302,-0.7052264794763949,-0.4893116583990167,-0.613458269258887,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,181500
3,0.07383595113533999,-0.07370392994382872,0.22056324010716108,-0.22019791338511696,0.6550425503631725,-0.5159288240310207,0.9833526041416559,0.8316745742007776,0.33152408623342494,-0.7818345363008975,0.3650580758697089,-0.5694420305845019,0.3261470129161793,-0.27106019293010947,0.10985526390395826,-0.303598595308059,-0.3176944161291489,-0.8844828757718454,1.1883737727344026,1.1246843866640162,-0.2399916671490506,0.792388632436822,1.2251417100719388,0.1652458762627768,-0.21190896908752616,-0.4115855193698808,-0.3159658711177475,0.25653989939195304,0.615054304933786,1.6397918403607334,0.3124298015517985,0.31631747178177855,0.2960107714314595,0.2903922747674387,-0.754318081620569,-0.06895353309657505,0.9913525482860407,0.13862294785954182,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,223500
4,0.31082816515473144,-0.4732025846999389,-0.09123622074999761,-0.22019791338511696,0.6550425503631725,-0.5159288240310207,-1.8610226684072406,-0.7188384918093034,-0.5700395447829089,0.6644598858129761,0.3650580758697089,0.9957162160504052,-2.8282948281933,0.5875923572232218,-0.5115709537245137,-0.06383107767715387,-0.710722378217306,0.2658195404824151,0.9364178395725932,1.1246843866640162,-0.2399916671490506,-1.0219941574263889,-0.762978877477837,0.1652458762627768,-0.21190896908752616,-0.4115855193698808,0.3015265705559148,0.25653989939195304,0.615054304933786,-0.933147730737655,1.6485266587762544,0.31631747178177855,0.2960107714314595,0.2903922747674387,-0.754318081620569,-0.17499902415987836,-1.5998098134128098,-1.365539486377316,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,140000
5,0.07383595113533999,0.7252933795683917,0.772631697271895,-0.22019791338511696,1.379325339890209,-0.5159288240310207,0.950278473065506,0.7347675075751475,1.3777831148202815,-0.7818345363008975,0.3650580758697089,-0.5694420305845019,0.3261470129161793,-1.988365293236772,0.49882204456770546,-0.17692896335210911,0.221520775760091,-0.8844828757718454,1.6166988591094782,1.1246843866640162,-0.2399916671490506,0.792388632436822,1.2251417100719388,1.391100488946845,-0.21190896908752616,-0.4115855193698808,1.5365114539032394,0.25653989939195304,0.615054304933786,1.6397918403607334,1.6485266587762544,0.31631747178177855,0.2960107714314595,0.2903922747674387,0.7902930558872318,0.5673194132832449,2.1018507032998337,0.13862294785954182,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,250000
6,-0.16315626288405147,0.7752307114129054,0.746037037375255,-0.22019791338511696,-0.7935230286909006,-0.5159288240310207,0.7187595555324563,0.4924998410110724,-0.5700395447829089,0.6644598858129761,0.3650580758697089,-0.5694420305845019,0.3261470129161793,0.5875923572232218,0.6760435955210105,-1.1405229493027278,-0.6148618996592189,-0.8844828757718454,0.5012212277476501,1.1246843866640162,-0.2399916671490506,-1.0219941574263889,1.2251417100719388,-2.2864633491053596,-0.21190896908752616,0.7949575152345674,-0.9334583127914098,0.25653989939195304,-0.951126009205837,-0.07550120703819213,0.3124298015517985,0.31631747178177855,0.2960107714314595,0.2903922747674387,-0.4325240946397772,-0.25074580349080927,1.3615185999573052,0.8907041649779707,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,143000
7,-0.8741329049422258,0.2758573929677677,0.006705492248662824,-0.22019791338511696,1.379325339890209,-0.5159288240310207,1.0825749973701058,0.9770351741392227,0.46508906860621513,-0.7818345363008975,0.3650580758697089,-2.134600277219409,0.3261470129161793,-1.988365293236772,2.142149153407442,-0.5682476477874543,1.518033748258219,-0.8844828757718454,-0.7952065737940226,1.1246843866640162,-0.2399916671490506,0.792388632436822,-0.762978877477837,0.1652458762627768,-0.21190896908752616,-0.4115855193698808,0.3015265705559148,0.25653989939195304,0.615054304933786,-0.933147730737655,0.3124298015517985,0.31631747178177855,0.2960107714314595,0.2903922747674387,1.2971185853819789,0.15828680489621777,0.6211864966147764,-0.613458269258887,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,307000
8,0.07383595113533999,-0.023766598099314952,0.06136210362244711,-0.22019791338511696,0.6550425503631725,0.3824669964972483,0.05727693400945705,-0.5734778918708582,0.765610278944993,0.6644598858129761,0.3650580758697089,-0.5694420305845019,0.3261470129161793,-0.27106019293010947,0.9683440756647731,-0.7967053768508638,0.13045332112990826,-0.8844828757718454,1.456363265279236,1.1246843866640162,-0.2399916671490506,0.792388632436822,1.2251417100719388,0.1652458762627768,-0.21190896908752616,0.7949575152345674,0.3015265705559148,0.25653989939195304,2.181234619073409,1.6397918403607334,0.3124298015517985,0.31631747178177855,0.2960107714314595,0.2903922747674387,1.136221591891583,2.3852421172255873,1.7316846516285695,0.8907041649779707,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,200000
9,-0.16315626288405147,-0.9226385713005629,-0.720337485891206,-0.22019791338511696,0.6550425503631725,-0.5159288240310207,-1.3318365711888414,-1.6879091580656038,-0.5700395447829089,0.6644598858129761,0.3650580758697089,0.9957162160504052,0.3261470129161793,0.5875923572232218,-1.0087119278272911,0.8680955002844774,-0.24100603328267925,0.2658195404824151,0.9272558056394365,-0.8197758965815006,-0.2399916671490506,0.792388632436822,-0.762978877477837,-1.0606087364212915,4.319203399342816,0.7949575152345674,0.9190190122295772,-3.82006134340477,2.181234619073409,1.6397918403607334,0.3124298015517985,-4.1274081704472705,0.2960107714314595,0.2903922747674387,-0.030281610913787425,-0.7052264794763949,-0.8594777100702811,0.13862294785954182,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,129900
10,3.1547347333874294,-0.9725759031450767,-0.48190260405926116,-0.22019791338511696,-0.7935230286909006,0.3824669964972483,-1.0672435225796415,-1.6879091580656038,-0.5700395447829089,0.6644598858129761,0.3650580758697089,0.9957162160504052,0.3261470129161793,0.5875923572232218,0.9499314469942999,-0.9686141630767958,-0.14754206668854433,-0.8844828757718454,-0.7952065737940226,1.1246843866640162,-0.2399916671490506,-1.0219941574263889,-0.762978877477837,-1.0606087364212915,4.319203399342816,0.7949575152345674,-0.9334583127914098,0.25653989939195304,2.181234619073409,1.6397918403607334,-1.0236670556726573,-3.016476759890008,0.2960107714314595,0.2903922747674387,-0.754318081620569,-0.6446290560116502,-1.9699758650840742,0.13862294785954182,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,118000
